time,_start,_stop,_time,_field_cdi,_field_depth,_field_dmin,_field_felt,_field_gap,_field_lat,_field_lon,_field_mag,_field_mmi,_field_nst,_field_rms,_field_sig,_field_tsunami,magType_mb,magType_mb_lg,magType_md,magType_ml,magType_mwr,magType_mww,net_ak,net_ci,net_hv,net_nc,net_ok,net_pr,net_us
2023-02-20 06:22:35.730000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 06:22:35.730000+00:00,0.0,4.79,0.1004,0,38.0,32.9676667,-116.6983333,1.65,0.0,42,0.24,42,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 06:26:54.024000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 06:26:54.024000+00:00,0.0,35.3,0.0,0,0.0,61.3572,-150.9999,1.7,0.0,0,0.65,44,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 06:30:03.940000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 06:30:03.940000+00:00,0.0,10.37,0.1553,0,98.0,32.915,-116.2386667,0.65,0.0,16,0.16,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 06:30:27.760000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 06:30:27.760000+00:00,0.0,22.96,0.05668,0,70.0,18.0858333333333,-66.9715,2.7,0.0,14,0.1,112,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-02-20 06:54:59.630000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 06:54:59.630000+00:00,0.0,2.23,0.09251,0,75.0,35.8813333,-117.694,0.86,0.0,15,0.17,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 06:56:55.146000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 06:56:55.146000+00:00,0.0,105.6,0.0,0,0.0,63.358,-149.6803,1.8,0.0,0,0.29,50,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 06:59:45.150000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 06:59:45.150000+00:00,0.0,7.95,0.007105,0,72.0,36.9365005,-121.6673355,1.45,0.0,14,0.08,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 07:02:15.256000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 07:02:15.256000+00:00,0.0,9.6,0.0,0,0.0,64.7314,-147.9516,1.2,0.0,0,1.1,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 07:05:41.880000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 07:05:41.880000+00:00,0.0,1.11,0.00682,0,69.0,38.7963333,-122.7665024,1.27,0.0,20,0.02,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 07:13:47.280000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 07:13:47.280000+00:00,0.0,6.44999980926514,0.0,0,109.0,19.3274993896484,-155.130493164062,2.72,0.0,37,0.119999997,114,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2023-02-20 07:24:41.972000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 07:24:41.972000+00:00,0.0,33.0,0.0,0,0.0,61.7528,-147.3702,1.7,0.0,0,0.74,44,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 07:33:01.033000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 07:33:01.033000+00:00,0.0,1.3,0.0,0,0.0,63.2736,-151.0691,1.8,0.0,0,0.42,50,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 07:33:28.160000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 07:33:28.160000+00:00,0.0,33.189998626709,0.0,0,159.0,19.1685009002686,-155.481338500977,1.94000006,0.0,33,0.100000001,58,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2023-02-20 08:18:56.280000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 08:18:56.280000+00:00,0.0,7.53,0.01073,0,125.0,36.9393349,-121.670166,1.14,0.0,7,0.04,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 08:27:24.320000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 08:27:24.320000+00:00,0.0,2.04,0.00881,0,43.0,38.831665,-122.814003,1.54,0.0,27,0.01,36,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 08:41:53.147000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 08:41:53.147000+00:00,2.0,111.0,0.0,1,0.0,63.2565,-150.4846,1.5,0.0,0,0.36,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 08:45:23.470000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 08:45:23.470000+00:00,0.0,35.310001373291,0.0,0,107.0,19.1648330688477,-155.480834960938,2.11999989,0.0,37,0.109999999,69,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2023-02-20 08:45:43.140000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 08:45:43.140000+00:00,0.0,1.73,0.01161,0,57.0,38.8341675,-122.8044968,1.07,0.0,19,0.02,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 08:51:57.120000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 08:51:57.120000+00:00,0.0,1.81,0.01145,0,90.0,38.8339996,-122.8156662,0.42,0.0,9,0.01,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 08:54:05.870000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 08:54:05.870000+00:00,0.0,9.58,0.05534,0,29.0,33.2481667,-116.2526667,1.21,0.0,51,0.2,23,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 09:11:18.820000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 09:11:18.820000+00:00,0.0,2.25,0.01178,0,86.0,38.8351669,-122.8089981,0.7,0.0,10,0.01,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 09:15:40.750000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 09:15:40.750000+00:00,0.0,2.44,0.01144,0,72.0,38.8348351,-122.8093338,0.76,0.0,11,0.01,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 09:17:24.280000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 09:17:24.280000+00:00,0.0,2.21,0.01195,0,104.0,38.8351669,-122.8073349,0.43,0.0,10,0.01,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 09:28:32.600000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 09:28:32.600000+00:00,0.0,3.03,0.004274,0,65.0,38.8221664,-122.8048325,0.75,0.0,14,0.01,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 09:29:40.410000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 09:29:40.410000+00:00,0.0,1.99,0.001892,0,88.0,38.8271675,-122.8544998,0.62,0.0,15,0.03,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0
